Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying?,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?",Which of these factors would most motivate you to apply for a position at the organisation?,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?,questions_answered,completion_percentage,completion_category
29,2025-09-04 13:27:46,2025-09-04 17:20:47,Partial,English,1756963652_68b92344a16e09.87567512,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",,155.69.180.3,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
30,2025-09-04 14:46:54,2025-09-04 14:47:14,Partial,English,1756968412_68b935dc7b0ef2.88059835,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.184.5,103.7266998291,1.3298000097275,Singapore,Jurong,0,61,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
31,2025-09-04 15:00:16,2025-09-04 15:00:16,Partial,English,1756969200_68b938f0be6a56.92906664,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",,27.125.137.187,103.78970336914,1.3242000341415,Singapore,Singapore,0,27,,,,,,,,,,,,,,,,,,0,0.0,
32,2025-09-04 15:18:25,2025-09-04 15:19:23,Complete,English,1756970303_68b93d3f80e649.57809745,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.192.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
33,2025-09-04 15:51:59,2025-09-04 15:52:05,Partial,English,1756972311_68b945173bef83.99213092,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.195.67,103.76100158691,1.3655999898911,Singapore,Singapore,0,66,,,,,,,,,,,,,,,,,,0,0.0,
34,2025-09-04 17:33:56,2025-09-04 17:33:56,Partial,English,1756978434_68b95d02a94550.45823528,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.14,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,,,,,,,,,,,,,,,,,,0,0.0,
35,2025-09-05 00:38:26,2025-10-16 13:56:34,Complete,English,1757003900_68b9c07ce85fc0.71614211,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15",,155.69.180.10,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
36,2025-09-05 14:34:27,2025-09-05 14:36:52,Complete,English,1757054064_68ba84705ba808.74998630,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,117.20.154.60,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
37,2025-09-05 14:40:17,2025-09-05 14:41:23,Disqualified,English,1757054412_68ba85cc32c720.88296394,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,202.161.35.27,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Others,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
38,2025-09-05 14:40:47,2025-09-05 14:41:13,Disqualified,English,1757054443_68ba85eb746e83.21785187,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.45.52,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Others,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
39,2025-09-05 14:41:45,2025-09-05 14:43:13,Complete,English,1757054495_68ba861f044d13.26814099,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,202.161.35.28,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
40,2025-09-05 14:41:58,2025-09-06 14:58:26,Complete,English,1757054508_68ba862cca4442.72035803,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1",,119.56.106.197,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
41,2025-09-05 14:43:06,2025-09-05 15:02:44,Disqualified,English,1757054582_68ba867637cfb3.68653787,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Others,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
42,2025-09-05 14:43:17,2025-09-05 14:43:17,Partial,English,1757054592_68ba8680813383.92403172,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,119.56.97.76,103.85659790039,1.3248000144958,Singapore,Singapore,0,32,,,,,,,,,,,,,,,,,,0,0.0,
43,2025-09-05 14:43:30,2025-09-05 14:44:06,Disqualified,English,1757054600_68ba868857fe01.73012487,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",,202.161.35.16,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)","Non-Singaporean, with long-term residence status",Male,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
44,2025-09-05 14:47:09,2025-09-05 14:47:09,Partial,English,1757054823_68ba8767ddd260.71579603,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,122.11.248.245,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,,,,,,,,,,,,,,,,,,0,0.0,
45,2025-09-05 14:51:11,2025-09-05 14:52:08,Complete,English,1757055067_68ba885be36913.67354303,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,122.11.248.245,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,3.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
46,2025-09-05 14:53:28,2025-09-05 16:21:26,Complete,English,1757055204_68ba88e43373c4.01280279,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
47,2025-09-05 14:56:07,2025-09-05 14:56:39,Disqualified,English,1757055362_68ba8982405bf1.39925703,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",,119.56.75.41,103.80139923096,1.3673000335693,Singapore,,,,Singapore Management University (SMU),Others,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
48,2025-09-05 14:56:14,2025-09-05 14:57:45,Complete,English,1757055370_68ba898a59c335.18410574,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,119.234.52.100,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
49,2025-09-05 15:11:22,2025-09-05 15:11:53,Disqualified,English,1757056279_68ba8d173cd1d6.10601097,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.234.53.94,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Others,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
50,2025-09-05 15:11:26,2025-10-02 19:03:10,Complete,English,1757056281_68ba8d1964a734.45845891,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,202.161.35.28,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 4,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
51,2025-09-05 15:11:51,2025-09-05 15:14:08,Complete,English,1757056306_68ba8d329e9961.89560775,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.122.108,-97.821998596191,37.750999450684,United States,,,,Singapore Management University (SMU),Year 4,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,9.0,Compensation package,,12,66.66666666666666,Partial (30-70%)
52,2025-09-05 15:13:55,2025-09-05 15:14:46,Complete,English,1757056432_68ba8db0b0bbd1.81304697,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.234.53.94,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 4,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
53,2025-09-05 15:15:21,2025-09-05 15:17:20,Complete,English,1757056508_68ba8dfc67ea19.97725711,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.56.69.163,103.80139923096,1.3673000335693,Singapore,,,,Singapore Management University (SMU),Year 4,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
54,2025-09-05 15:19:17,2025-09-05 15:19:38,Disqualified,English,1757056750_68ba8eeef37237.76641020,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",,202.161.35.25,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,LASALLE College of the Arts (LASALLE),Year 3,Bachelor's Degree,Economics,"Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
55,2025-09-05 15:19:26,2025-09-05 15:19:55,Disqualified,English,1757056761_68ba8ef9a45aa7.19631187,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.25,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 1,Master's Degree,English,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
56,2025-09-05 15:22:22,2025-09-05 15:23:43,Complete,English,1757056937_68ba8fa9da0b28.56477914,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.48.131,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
57,2025-09-05 15:22:38,2025-09-05 15:23:53,Complete,English,1757056942_68ba8fae6464c3.76808118,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,119.234.50.115,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Learning and development,,12,66.66666666666666,Partial (30-70%)
58,2025-09-05 15:24:49,2025-09-08 13:28:19,Complete,English,1757057082_68ba903a7d2138.36444735,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
59,2025-09-05 15:30:23,2025-09-05 15:31:17,Disqualified,English,1757057403_68ba917be6ad80.76346127,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,111.65.36.158,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 2,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
60,2025-09-05 15:33:01,2025-09-05 15:34:51,Complete,English,1757057576_68ba9228c57988.38996066,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.27,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
61,2025-09-05 15:38:21,2025-09-05 18:44:27,Complete,English,1757057897_68ba9369b02379.02681336,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
62,2025-09-05 15:38:19,2025-09-05 15:40:01,Complete,English,1757057896_68ba9368ae48d4.56240433,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,4.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
63,2025-09-05 15:49:01,2025-09-05 15:50:08,Complete,English,1757058518_68ba95d6dd2350.30458166,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
