,questions_answered,completion_percentage,completion_category
409,12,66.66666666666666,Partial (30-70%)
410,6,33.33333333333333,Partial (30-70%)
411,12,66.66666666666666,Partial (30-70%)
412,12,66.66666666666666,Partial (30-70%)
413,12,66.66666666666666,Partial (30-70%)
414,12,66.66666666666666,Partial (30-70%)
415,12,66.66666666666666,Partial (30-70%)
416,12,66.66666666666666,Partial (30-70%)
417,12,66.66666666666666,Partial (30-70%)
418,6,33.33333333333333,Partial (30-70%)
419,12,66.66666666666666,Partial (30-70%)
420,12,66.66666666666666,Partial (30-70%)
421,12,66.66666666666666,Partial (30-70%)
422,12,66.66666666666666,Partial (30-70%)
423,6,33.33333333333333,Partial (30-70%)
424,12,66.66666666666666,Partial (30-70%)
425,6,33.33333333333333,Partial (30-70%)
426,12,66.66666666666666,Partial (30-70%)
427,12,66.66666666666666,Partial (30-70%)
428,12,66.66666666666666,Partial (30-70%)
429,12,66.66666666666666,Partial (30-70%)
430,12,66.66666666666666,Partial (30-70%)
431,12,66.66666666666666,Partial (30-70%)
432,12,66.66666666666666,Partial (30-70%)
433,12,66.66666666666666,Partial (30-70%)
434,6,33.33333333333333,Partial (30-70%)
435,12,66.66666666666666,Partial (30-70%)
436,12,66.66666666666666,Partial (30-70%)
437,12,66.66666666666666,Partial (30-70%)
438,12,66.66666666666666,Partial (30-70%)
439,12,66.66666666666666,Partial (30-70%)
440,12,66.66666666666666,Partial (30-70%)
441,12,66.66666666666666,Partial (30-70%)
442,12,66.66666666666666,Partial (30-70%)
443,12,66.66666666666666,Partial (30-70%)
444,12,66.66666666666666,Partial (30-70%)
445,12,66.66666666666666,Partial (30-70%)
446,12,66.66666666666666,Partial (30-70%)
447,12,66.66666666666666,Partial (30-70%)
448,6,33.33333333333333,Partial (30-70%)
449,12,66.66666666666666,Partial (30-70%)
450,12,66.66666666666666,Partial (30-70%)
451,12,66.66666666666666,Partial (30-70%)
452,12,66.66666666666666,Partial (30-70%)
453,6,33.33333333333333,Partial (30-70%)
454,12,66.66666666666666,Partial (30-70%)
455,12,66.66666666666666,Partial (30-70%)
456,12,66.66666666666666,Partial (30-70%)
457,12,66.66666666666666,Partial (30-70%)
458,12,66.66666666666666,Partial (30-70%)
459,12,66.66666666666666,Partial (30-70%)
460,12,66.66666666666666,Partial (30-70%)
461,12,66.66666666666666,Partial (30-70%)
462,0,0.0,
463,6,33.33333333333333,Partial (30-70%)
464,12,66.66666666666666,Partial (30-70%)
465,12,66.66666666666666,Partial (30-70%)
466,12,66.66666666666666,Partial (30-70%)
467,12,66.66666666666666,Partial (30-70%)
468,6,33.33333333333333,Partial (30-70%)
469,12,66.66666666666666,Partial (30-70%)
470,6,33.33333333333333,Partial (30-70%)
471,12,66.66666666666666,Partial (30-70%)
472,12,66.66666666666666,Partial (30-70%)
473,12,66.66666666666666,Partial (30-70%)
474,12,66.66666666666666,Partial (30-70%)
475,12,66.66666666666666,Partial (30-70%)
476,12,66.66666666666666,Partial (30-70%)
477,12,66.66666666666666,Partial (30-70%)
478,12,66.66666666666666,Partial (30-70%)
479,12,66.66666666666666,Partial (30-70%)
480,6,33.33333333333333,Partial (30-70%)
481,12,66.66666666666666,Partial (30-70%)
482,12,66.66666666666666,Partial (30-70%)
483,6,33.33333333333333,Partial (30-70%)
484,12,66.66666666666666,Partial (30-70%)
485,12,66.66666666666666,Partial (30-70%)
486,12,66.66666666666666,Partial (30-70%)
487,12,66.66666666666666,Partial (30-70%)
488,12,66.66666666666666,Partial (30-70%)
489,6,33.33333333333333,Partial (30-70%)
490,12,66.66666666666666,Partial (30-70%)
491,0,0.0,
492,6,33.33333333333333,Partial (30-70%)
493,6,33.33333333333333,Partial (30-70%)
494,12,66.66666666666666,Partial (30-70%)
495,12,66.66666666666666,Partial (30-70%)
496,12,66.66666666666666,Partial (30-70%)
497,12,66.66666666666666,Partial (30-70%)
498,12,66.66666666666666,Partial (30-70%)
499,13,72.22222222222221,Complete (70-100%)
500,6,33.33333333333333,Partial (30-70%)
501,6,33.33333333333333,Partial (30-70%)
502,12,66.66666666666666,Partial (30-70%)
503,12,66.66666666666666,Partial (30-70%)
504,12,66.66666666666666,Partial (30-70%)
505,12,66.66666666666666,Partial (30-70%)
506,12,66.66666666666666,Partial (30-70%)
507,12,66.66666666666666,Partial (30-70%)
508,12,66.66666666666666,Partial (30-70%)
509,12,66.66666666666666,Partial (30-70%)
510,12,66.66666666666666,Partial (30-70%)
511,12,66.66666666666666,Partial (30-70%)
512,12,66.66666666666666,Partial (30-70%)
513,6,33.33333333333333,Partial (30-70%)
514,12,66.66666666666666,Partial (30-70%)
515,12,66.66666666666666,Partial (30-70%)
516,6,33.33333333333333,Partial (30-70%)
517,12,66.66666666666666,Partial (30-70%)
518,12,66.66666666666666,Partial (30-70%)
519,12,66.66666666666666,Partial (30-70%)
520,12,66.66666666666666,Partial (30-70%)
521,12,66.66666666666666,Partial (30-70%)
522,12,66.66666666666666,Partial (30-70%)
523,12,66.66666666666666,Partial (30-70%)
524,12,66.66666666666666,Partial (30-70%)
525,12,66.66666666666666,Partial (30-70%)
526,12,66.66666666666666,Partial (30-70%)
527,12,66.66666666666666,Partial (30-70%)
528,12,66.66666666666666,Partial (30-70%)
529,12,66.66666666666666,Partial (30-70%)
530,12,66.66666666666666,Partial (30-70%)
531,12,66.66666666666666,Partial (30-70%)
532,12,66.66666666666666,Partial (30-70%)
533,12,66.66666666666666,Partial (30-70%)
534,12,66.66666666666666,Partial (30-70%)
535,12,66.66666666666666,Partial (30-70%)
536,12,66.66666666666666,Partial (30-70%)
537,12,66.66666666666666,Partial (30-70%)
538,12,66.66666666666666,Partial (30-70%)
539,12,66.66666666666666,Partial (30-70%)
540,12,66.66666666666666,Partial (30-70%)
541,12,66.66666666666666,Partial (30-70%)
542,12,66.66666666666666,Partial (30-70%)
543,12,66.66666666666666,Partial (30-70%)
544,12,66.66666666666666,Partial (30-70%)
545,12,66.66666666666666,Partial (30-70%)
546,12,66.66666666666666,Partial (30-70%)
547,12,66.66666666666666,Partial (30-70%)
548,12,66.66666666666666,Partial (30-70%)
549,12,66.66666666666666,Partial (30-70%)
550,12,66.66666666666666,Partial (30-70%)
551,12,66.66666666666666,Partial (30-70%)
552,12,66.66666666666666,Partial (30-70%)
553,12,66.66666666666666,Partial (30-70%)
554,12,66.66666666666666,Partial (30-70%)
555,12,66.66666666666666,Partial (30-70%)
556,12,66.66666666666666,Partial (30-70%)
557,0,0.0,
558,12,66.66666666666666,Partial (30-70%)
559,12,66.66666666666666,Partial (30-70%)
560,12,66.66666666666666,Partial (30-70%)
561,12,66.66666666666666,Partial (30-70%)
562,12,66.66666666666666,Partial (30-70%)
563,12,66.66666666666666,Partial (30-70%)
564,12,66.66666666666666,Partial (30-70%)
565,12,66.66666666666666,Partial (30-70%)
566,12,66.66666666666666,Partial (30-70%)
567,12,66.66666666666666,Partial (30-70%)
568,0,0.0,
569,12,66.66666666666666,Partial (30-70%)
570,6,33.33333333333333,Partial (30-70%)
571,12,66.66666666666666,Partial (30-70%)
572,12,66.66666666666666,Partial (30-70%)
573,12,66.66666666666666,Partial (30-70%)
574,6,33.33333333333333,Partial (30-70%)
575,6,33.33333333333333,Partial (30-70%)
576,12,66.66666666666666,Partial (30-70%)
577,12,66.66666666666666,Partial (30-70%)
578,12,66.66666666666666,Partial (30-70%)
579,6,33.33333333333333,Partial (30-70%)
580,12,66.66666666666666,Partial (30-70%)
581,12,66.66666666666666,Partial (30-70%)
582,12,66.66666666666666,Partial (30-70%)
583,12,66.66666666666666,Partial (30-70%)
584,12,66.66666666666666,Partial (30-70%)
585,12,66.66666666666666,Partial (30-70%)
586,12,66.66666666666666,Partial (30-70%)
587,6,33.33333333333333,Partial (30-70%)
588,0,0.0,
589,12,66.66666666666666,Partial (30-70%)
590,0,0.0,
591,6,33.33333333333333,Partial (30-70%)
592,12,66.66666666666666,Partial (30-70%)
593,12,66.66666666666666,Partial (30-70%)
594,12,66.66666666666666,Partial (30-70%)
595,12,66.66666666666666,Partial (30-70%)
596,12,66.66666666666666,Partial (30-70%)
597,12,66.66666666666666,Partial (30-70%)
598,12,66.66666666666666,Partial (30-70%)
599,12,66.66666666666666,Partial (30-70%)
600,12,66.66666666666666,Partial (30-70%)
601,1,5.555555555555555,Abandoned (0-30%)
602,12,66.66666666666666,Partial (30-70%)
603,6,33.33333333333333,Partial (30-70%)
604,12,66.66666666666666,Partial (30-70%)
605,12,66.66666666666666,Partial (30-70%)
606,6,33.33333333333333,Partial (30-70%)
607,12,66.66666666666666,Partial (30-70%)
608,12,66.66666666666666,Partial (30-70%)
609,12,66.66666666666666,Partial (30-70%)
610,6,33.33333333333333,Partial (30-70%)
611,6,33.33333333333333,Partial (30-70%)
612,0,0.0,
613,12,66.66666666666666,Partial (30-70%)
614,12,66.66666666666666,Partial (30-70%)
615,12,66.66666666666666,Partial (30-70%)
616,12,66.66666666666666,Partial (30-70%)
617,6,33.33333333333333,Partial (30-70%)
618,12,66.66666666666666,Partial (30-70%)
619,12,66.66666666666666,Partial (30-70%)
620,12,66.66666666666666,Partial (30-70%)
621,6,33.33333333333333,Partial (30-70%)
622,0,0.0,
623,0,0.0,
624,12,66.66666666666666,Partial (30-70%)
625,6,33.33333333333333,Partial (30-70%)
626,12,66.66666666666666,Partial (30-70%)
627,12,66.66666666666666,Partial (30-70%)
628,12,66.66666666666666,Partial (30-70%)
629,12,66.66666666666666,Partial (30-70%)
630,12,66.66666666666666,Partial (30-70%)
631,12,66.66666666666666,Partial (30-70%)
632,12,66.66666666666666,Partial (30-70%)
633,12,66.66666666666666,Partial (30-70%)
634,12,66.66666666666666,Partial (30-70%)
635,0,0.0,
636,12,66.66666666666666,Partial (30-70%)
637,12,66.66666666666666,Partial (30-70%)
638,12,66.66666666666666,Partial (30-70%)
639,12,66.66666666666666,Partial (30-70%)
640,12,66.66666666666666,Partial (30-70%)
641,12,66.66666666666666,Partial (30-70%)
642,12,66.66666666666666,Partial (30-70%)
643,0,0.0,
644,6,33.33333333333333,Partial (30-70%)
645,12,66.66666666666666,Partial (30-70%)
646,12,66.66666666666666,Partial (30-70%)
647,6,33.33333333333333,Partial (30-70%)
648,12,66.66666666666666,Partial (30-70%)
649,12,66.66666666666666,Partial (30-70%)
650,12,66.66666666666666,Partial (30-70%)
651,12,66.66666666666666,Partial (30-70%)
652,12,66.66666666666666,Partial (30-70%)
653,12,66.66666666666666,Partial (30-70%)
654,12,66.66666666666666,Partial (30-70%)
655,6,33.33333333333333,Partial (30-70%)
656,12,66.66666666666666,Partial (30-70%)
657,12,66.66666666666666,Partial (30-70%)
658,12,66.66666666666666,Partial (30-70%)
659,12,66.66666666666666,Partial (30-70%)
660,6,33.33333333333333,Partial (30-70%)
661,12,66.66666666666666,Partial (30-70%)
662,12,66.66666666666666,Partial (30-70%)
663,12,66.66666666666666,Partial (30-70%)
664,12,66.66666666666666,Partial (30-70%)
665,0,0.0,
666,12,66.66666666666666,Partial (30-70%)
